               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,              0.1349,             0.01037,            0.078175,           0.0016397,            0.031746,          0.00086426,          0.00013823,             0.13378,           0.0087571,            0.075146,               0.091,               0.001,               0.001
                   1,             0.12753,            0.011037,            0.065467,            0.010249,            0.011905,           0.0067399,           0.0024048,             0.12605,            0.008598,            0.057367,            0.081092,           0.0020917,           0.0020917
                   2,             0.12293,            0.010894,            0.048078,            0.021055,            0.031746,           0.0040104,          0.00090627,             0.12001,           0.0079298,            0.028481,            0.071175,           0.0031747,           0.0031747
                   3,              0.1174,            0.010492,            0.025047,             0.11682,            0.051587,            0.024038,           0.0048211,             0.11833,           0.0073398,            0.012686,            0.061249,           0.0042489,           0.0042489
                   4,             0.11043,            0.010786,            0.011527,            0.011364,            0.027778,           0.0033932,           0.0011084,             0.11701,           0.0075831,           0.0071388,            0.051314,           0.0053145,           0.0053145
                   5,             0.10987,            0.010805,           0.0084369,              0.1086,            0.059524,            0.020825,           0.0053073,             0.11463,           0.0073876,           0.0047506,            0.041371,           0.0063713,           0.0063713
                   6,             0.10738,            0.010342,           0.0066628,            0.053196,            0.075397,            0.011618,           0.0025348,             0.11047,           0.0071308,           0.0041452,            0.031419,           0.0074194,           0.0074194
                   7,             0.10374,           0.0097282,           0.0063519,            0.047677,             0.15873,            0.017389,           0.0052058,             0.10378,             0.00673,           0.0036198,            0.021459,           0.0084588,           0.0084588
                   8,             0.10055,            0.010494,            0.005649,             0.34887,            0.099206,            0.088502,            0.022461,             0.11458,           0.0055456,           0.0035713,             0.01149,           0.0094895,           0.0094895
                   9,            0.098084,            0.010715,           0.0053302,             0.35287,             0.15873,             0.12457,            0.029473,            0.097793,           0.0064899,           0.0036656,           0.0096436,           0.0096436,           0.0096436
                  10,            0.097613,            0.010053,            0.005174,             0.18812,             0.15873,            0.090816,            0.017346,             0.10053,           0.0060747,            0.003598,           0.0096436,           0.0096436,           0.0096436
                  11,            0.095299,            0.010362,           0.0053289,             0.34671,             0.30116,             0.21917,            0.046269,            0.087776,           0.0069157,            0.003867,            0.009604,            0.009604,            0.009604
                  12,            0.086105,            0.012123,            0.005478,             0.31649,             0.26984,             0.18996,            0.042285,            0.081464,           0.0072378,           0.0036509,           0.0095644,           0.0095644,           0.0095644
                  13,            0.082323,            0.011337,           0.0045721,              0.3195,             0.27778,             0.22371,            0.073459,            0.089569,           0.0065624,           0.0034679,           0.0095248,           0.0095248,           0.0095248
                  14,            0.080665,             0.01129,           0.0044654,             0.35626,             0.18651,             0.18684,            0.042948,            0.080761,           0.0065844,           0.0031382,           0.0094852,           0.0094852,           0.0094852
                  15,            0.079173,            0.011265,           0.0043263,              0.4092,             0.36555,             0.31506,             0.09917,            0.074511,            0.006866,           0.0030901,           0.0094456,           0.0094456,           0.0094456
                  16,            0.074488,            0.011255,           0.0041318,             0.43347,             0.39286,             0.35257,             0.10958,            0.069238,           0.0071181,           0.0030399,            0.009406,            0.009406,            0.009406
                  17,            0.073304,            0.011574,           0.0038548,             0.43984,              0.3373,             0.32936,             0.12771,            0.069491,           0.0068054,           0.0028817,           0.0093664,           0.0093664,           0.0093664
                  18,             0.07389,             0.01106,           0.0037136,             0.48319,             0.36905,             0.37346,             0.12519,             0.06712,           0.0068514,           0.0028013,           0.0093268,           0.0093268,           0.0093268
                  19,            0.072807,            0.011358,           0.0035306,             0.51937,             0.42857,             0.37631,             0.10173,            0.074442,           0.0064027,           0.0027787,           0.0092872,           0.0092872,           0.0092872
                  20,            0.073179,            0.010646,           0.0036552,              0.4712,             0.36111,             0.33477,             0.10095,            0.074966,           0.0062075,           0.0027671,           0.0092476,           0.0092476,           0.0092476
                  21,            0.069102,            0.010376,           0.0036972,             0.64769,             0.46032,             0.51236,             0.17065,            0.061668,           0.0067719,           0.0027925,            0.009208,            0.009208,            0.009208
                  22,            0.067228,            0.010526,           0.0036498,             0.62121,             0.49603,             0.53088,             0.16159,            0.062953,            0.006555,            0.002877,           0.0091684,           0.0091684,           0.0091684
                  23,            0.070463,           0.0099846,           0.0038602,              0.5384,             0.50451,             0.46567,              0.1612,              0.0632,           0.0064166,           0.0030308,           0.0091288,           0.0091288,           0.0091288
                  24,              0.0645,           0.0097008,           0.0039372,             0.68291,              0.4881,             0.53802,             0.20503,            0.060338,           0.0063258,           0.0030101,           0.0090892,           0.0090892,           0.0090892
                  25,            0.061204,           0.0096559,           0.0034878,             0.55336,             0.54082,             0.46093,             0.17228,            0.065554,           0.0061731,           0.0027983,           0.0090496,           0.0090496,           0.0090496
                  26,             0.06619,           0.0085401,           0.0033403,             0.59448,              0.5119,             0.53979,             0.21207,            0.060857,           0.0059188,           0.0027717,             0.00901,             0.00901,             0.00901
                  27,            0.063933,           0.0091237,            0.003338,             0.51173,             0.40079,             0.41508,             0.13194,            0.064525,           0.0056295,           0.0028079,           0.0089704,           0.0089704,           0.0089704
                  28,            0.065141,           0.0088047,           0.0033558,             0.66702,             0.53261,             0.57823,              0.2041,            0.066075,           0.0056124,           0.0027782,           0.0089308,           0.0089308,           0.0089308
                  29,            0.063143,           0.0087174,            0.003452,              0.6844,             0.55075,             0.59306,             0.22901,            0.051591,           0.0058502,           0.0028774,           0.0088912,           0.0088912,           0.0088912
                  30,            0.058568,           0.0088141,           0.0033914,             0.72452,             0.55556,             0.61429,             0.21737,            0.052955,           0.0057017,           0.0027947,           0.0088516,           0.0088516,           0.0088516
                  31,            0.060465,           0.0087893,           0.0033716,             0.67612,              0.4881,              0.5922,             0.27053,            0.053646,           0.0057642,           0.0027854,            0.008812,            0.008812,            0.008812
                  32,             0.05983,           0.0097951,           0.0031586,             0.58242,             0.56454,             0.53547,             0.19364,            0.057277,           0.0056517,           0.0027225,           0.0087724,           0.0087724,           0.0087724
                  33,            0.061072,           0.0082833,           0.0029484,             0.57311,             0.57937,             0.58451,             0.22034,            0.054921,           0.0056545,           0.0027016,           0.0087328,           0.0087328,           0.0087328
                  34,            0.056526,           0.0088701,           0.0030542,             0.59236,             0.61905,             0.58801,             0.25597,             0.04808,           0.0055501,           0.0026567,           0.0086932,           0.0086932,           0.0086932
                  35,            0.055915,           0.0084932,           0.0029902,              0.5581,             0.55952,             0.55486,             0.22578,             0.05113,           0.0054388,           0.0026466,           0.0086536,           0.0086536,           0.0086536
                  36,            0.055117,           0.0085126,           0.0031179,             0.61905,             0.65129,             0.66186,             0.29969,             0.05011,           0.0053839,             0.00271,            0.008614,            0.008614,            0.008614
                  37,            0.057231,           0.0080511,            0.003303,             0.56529,             0.69444,             0.61814,             0.25465,             0.05257,           0.0052237,           0.0028426,           0.0085744,           0.0085744,           0.0085744
                  38,            0.055311,           0.0081253,           0.0034987,              0.6344,             0.65414,              0.6512,             0.26788,            0.049809,           0.0051287,            0.002896,           0.0085348,           0.0085348,           0.0085348
                  39,            0.056031,           0.0083444,           0.0033823,             0.66879,             0.67307,             0.67993,             0.29583,            0.050494,           0.0051218,             0.00285,           0.0084952,           0.0084952,           0.0084952
                  40,            0.053038,           0.0082711,           0.0032016,              0.7859,             0.64091,             0.70885,             0.32801,            0.048913,           0.0050381,           0.0028707,           0.0084556,           0.0084556,           0.0084556
                  41,            0.054717,           0.0081355,           0.0031483,             0.74627,             0.68862,             0.74469,               0.319,            0.048294,           0.0050398,           0.0028277,            0.008416,            0.008416,            0.008416
                  42,            0.053862,           0.0084081,           0.0030574,             0.77412,             0.75397,             0.77122,             0.36166,            0.046718,           0.0050459,           0.0027767,           0.0083764,           0.0083764,           0.0083764
                  43,            0.053312,           0.0074449,           0.0030168,             0.76726,              0.7381,             0.77211,             0.34839,             0.04413,           0.0050187,           0.0028089,           0.0083368,           0.0083368,           0.0083368
                  44,            0.054162,           0.0082048,           0.0030745,             0.69094,             0.71429,             0.71789,             0.27797,            0.046556,            0.004952,           0.0027847,           0.0082972,           0.0082972,           0.0082972
                  45,            0.053074,           0.0080565,           0.0030305,              0.7037,             0.77381,             0.75712,             0.38323,            0.044979,           0.0050287,            0.002779,           0.0082576,           0.0082576,           0.0082576
                  46,            0.053107,            0.007525,           0.0028908,             0.71469,                0.75,             0.72723,             0.34281,              0.0477,           0.0049593,           0.0026485,            0.008218,            0.008218,            0.008218
                  47,            0.049832,           0.0075504,           0.0028164,             0.79503,             0.67063,             0.75655,             0.34706,            0.046456,           0.0048474,           0.0026629,           0.0081784,           0.0081784,           0.0081784
                  48,            0.053315,           0.0073767,           0.0028304,             0.81672,             0.67195,             0.77213,             0.35167,            0.044839,           0.0048813,           0.0026862,           0.0081388,           0.0081388,           0.0081388
                  49,            0.052429,           0.0080438,            0.002865,             0.83147,             0.76353,             0.82106,             0.40379,            0.038798,           0.0049123,            0.002707,           0.0080992,           0.0080992,           0.0080992
                  50,            0.047668,           0.0075908,           0.0028402,             0.81726,             0.74538,             0.81148,             0.41261,            0.042605,           0.0048287,           0.0027558,           0.0080596,           0.0080596,           0.0080596
                  51,            0.049958,           0.0075747,            0.002886,             0.84469,             0.77697,             0.83366,             0.43093,            0.041287,           0.0046622,           0.0027381,             0.00802,             0.00802,             0.00802
                  52,            0.049937,           0.0077973,           0.0030566,             0.81139,             0.75397,             0.81246,             0.37671,            0.041531,           0.0046803,           0.0027401,           0.0079804,           0.0079804,           0.0079804
                  53,            0.048755,           0.0076263,           0.0029433,             0.86715,             0.80298,             0.86154,             0.41001,            0.038628,           0.0047065,            0.002769,           0.0079408,           0.0079408,           0.0079408
                  54,            0.048648,           0.0070017,           0.0029976,             0.76664,             0.77778,             0.80321,             0.37131,             0.04072,           0.0046945,           0.0027336,           0.0079012,           0.0079012,           0.0079012
                  55,             0.04919,           0.0075232,           0.0027906,             0.87551,             0.79365,             0.85853,             0.39538,            0.042262,           0.0047361,           0.0026799,           0.0078616,           0.0078616,           0.0078616
                  56,            0.048999,           0.0076539,             0.00286,             0.79473,             0.76984,             0.81667,             0.37444,            0.044818,           0.0046641,           0.0026783,            0.007822,            0.007822,            0.007822
                  57,            0.048156,           0.0071175,            0.002857,             0.76909,             0.75338,             0.79467,             0.41192,            0.037481,           0.0047194,           0.0026512,           0.0077824,           0.0077824,           0.0077824
                  58,            0.046326,           0.0074693,           0.0026818,             0.87584,              0.8118,             0.84127,             0.44647,            0.038583,            0.004677,           0.0025468,           0.0077428,           0.0077428,           0.0077428
                  59,            0.046784,           0.0073337,           0.0026312,             0.81356,             0.82937,             0.83198,             0.40568,             0.04143,           0.0046985,           0.0025633,           0.0077032,           0.0077032,           0.0077032
                  60,            0.047809,           0.0077398,           0.0028782,             0.86789,             0.83422,             0.87833,             0.39735,            0.042693,           0.0047288,           0.0025917,           0.0076636,           0.0076636,           0.0076636
                  61,              0.0468,           0.0068871,            0.002769,             0.88694,             0.82143,             0.86651,             0.41169,            0.038398,           0.0045931,           0.0025757,            0.007624,            0.007624,            0.007624
                  62,            0.045516,           0.0067288,           0.0026582,              0.9098,             0.84049,             0.88682,             0.47279,             0.03452,           0.0044796,           0.0025728,           0.0075844,           0.0075844,           0.0075844
                  63,            0.045889,           0.0069471,           0.0027226,              0.7901,             0.84524,             0.84932,             0.42029,            0.041629,            0.004491,           0.0025927,           0.0075448,           0.0075448,           0.0075448
                  64,             0.04739,           0.0074929,           0.0026571,             0.84674,             0.78968,             0.85193,             0.42324,            0.039421,           0.0044651,           0.0025991,           0.0075052,           0.0075052,           0.0075052
                  65,            0.045402,           0.0067033,           0.0025818,             0.82926,             0.84803,             0.86886,             0.43945,            0.034641,           0.0044275,           0.0025507,           0.0074656,           0.0074656,           0.0074656
                  66,            0.045296,            0.007006,           0.0025711,             0.86606,             0.80159,             0.86087,             0.44995,            0.038214,           0.0044407,           0.0024686,            0.007426,            0.007426,            0.007426
                  67,            0.045457,           0.0066753,           0.0026245,             0.87834,             0.80216,             0.84996,             0.44069,            0.037984,           0.0043875,           0.0025081,           0.0073864,           0.0073864,           0.0073864
                  68,            0.044592,           0.0072623,           0.0027431,             0.86715,             0.80296,             0.86331,             0.46213,            0.035525,           0.0044028,           0.0025277,           0.0073468,           0.0073468,           0.0073468
                  69,            0.044273,           0.0075104,            0.002671,             0.89566,              0.8373,             0.89282,             0.46666,            0.036026,           0.0044313,           0.0024841,           0.0073072,           0.0073072,           0.0073072
                  70,            0.041124,           0.0069517,           0.0024924,             0.87083,              0.8254,             0.87514,             0.45862,            0.036223,           0.0044321,           0.0024013,           0.0072676,           0.0072676,           0.0072676
                  71,            0.043541,           0.0070213,           0.0024286,             0.86082,             0.79365,             0.86804,              0.4357,            0.038379,           0.0044531,            0.002358,            0.007228,            0.007228,            0.007228
                  72,            0.044832,           0.0069043,           0.0024762,             0.82814,             0.84137,             0.87112,             0.41826,            0.038163,           0.0044512,           0.0023487,           0.0071884,           0.0071884,           0.0071884
                  73,            0.043177,           0.0064942,           0.0024354,             0.86073,             0.84127,             0.88079,             0.42304,            0.036883,           0.0043535,           0.0023575,           0.0071488,           0.0071488,           0.0071488
                  74,            0.043942,           0.0069992,           0.0024482,             0.91753,             0.75052,             0.86764,             0.41811,            0.037422,           0.0043078,           0.0023473,           0.0071092,           0.0071092,           0.0071092
                  75,            0.043933,           0.0062177,           0.0024877,             0.89663,             0.82937,             0.89289,             0.46247,            0.035435,           0.0042422,           0.0023454,           0.0070696,           0.0070696,           0.0070696
                  76,            0.043831,           0.0068541,           0.0024858,             0.85878,             0.82046,             0.87008,              0.4386,              0.0355,           0.0042553,           0.0023493,             0.00703,             0.00703,             0.00703
                  77,            0.041639,           0.0063299,           0.0024597,             0.90558,             0.83733,             0.90175,             0.49097,            0.033751,           0.0042322,           0.0023324,           0.0069904,           0.0069904,           0.0069904
                  78,            0.042012,           0.0065026,           0.0025002,             0.82109,             0.84524,             0.87873,             0.46121,            0.034718,           0.0042289,           0.0023288,           0.0069508,           0.0069508,           0.0069508
                  79,            0.042346,           0.0063647,           0.0023917,             0.89301,             0.84524,             0.88242,              0.4543,             0.03768,           0.0042515,           0.0022982,           0.0069112,           0.0069112,           0.0069112
                  80,            0.042892,           0.0066157,           0.0024647,             0.92267,              0.8522,             0.90175,             0.49548,            0.036607,           0.0042122,            0.002306,           0.0068716,           0.0068716,           0.0068716
                  81,            0.043088,            0.006969,           0.0024215,             0.93496,             0.82143,             0.91166,             0.50716,            0.032801,           0.0041499,           0.0023124,            0.006832,            0.006832,            0.006832
                  82,            0.042773,           0.0064714,           0.0023767,             0.93033,              0.8373,             0.91013,             0.45862,            0.037344,           0.0041655,           0.0023015,           0.0067924,           0.0067924,           0.0067924
                  83,             0.04195,           0.0065829,           0.0024261,             0.93574,             0.82143,             0.89885,             0.44853,             0.03457,           0.0041747,           0.0023293,           0.0067528,           0.0067528,           0.0067528
                  84,             0.04152,           0.0064625,           0.0025104,             0.93648,             0.82937,             0.89952,             0.47185,            0.036378,           0.0041535,           0.0022818,           0.0067132,           0.0067132,           0.0067132
                  85,            0.042003,           0.0070173,            0.002369,             0.89342,             0.83164,             0.88955,             0.45537,            0.037895,           0.0042084,           0.0022369,           0.0066736,           0.0066736,           0.0066736
                  86,            0.042517,           0.0066415,           0.0024434,              0.9353,             0.86045,             0.90085,             0.49945,            0.031568,           0.0041762,           0.0022308,            0.006634,            0.006634,            0.006634
                  87,            0.041335,           0.0070689,           0.0022639,             0.92002,             0.86728,               0.923,             0.48266,            0.035552,           0.0042688,           0.0022047,           0.0065944,           0.0065944,           0.0065944
                  88,            0.042029,           0.0068257,           0.0023812,             0.87849,             0.84524,             0.89501,             0.46017,            0.036422,           0.0042296,           0.0022232,           0.0065548,           0.0065548,           0.0065548
                  89,             0.04204,           0.0073397,           0.0024254,             0.81461,             0.82937,             0.86834,             0.47733,            0.039162,           0.0041802,           0.0022182,           0.0065152,           0.0065152,           0.0065152
                  90,            0.042169,           0.0067631,           0.0023664,              0.9002,             0.86905,               0.895,             0.49053,             0.03144,           0.0041299,           0.0022487,           0.0064756,           0.0064756,           0.0064756
                  91,            0.039422,           0.0064385,           0.0023256,             0.86081,             0.85317,             0.89728,             0.49753,            0.034246,           0.0041311,            0.002217,            0.006436,            0.006436,            0.006436
                  92,            0.039701,           0.0064799,           0.0023746,               0.875,             0.84127,             0.88822,             0.48656,            0.034404,           0.0041273,            0.002213,           0.0063964,           0.0063964,           0.0063964
                  93,            0.038999,           0.0067727,           0.0022558,             0.93522,             0.88492,             0.92432,             0.51805,            0.031322,           0.0041275,           0.0021655,           0.0063568,           0.0063568,           0.0063568
                  94,             0.03867,           0.0061759,           0.0020968,             0.93512,             0.88492,             0.92683,             0.54582,            0.030791,           0.0040941,           0.0020907,           0.0063172,           0.0063172,           0.0063172
                  95,             0.03784,            0.006323,           0.0020125,             0.93022,             0.89286,             0.92089,             0.54355,            0.031125,           0.0040612,           0.0020547,           0.0062776,           0.0062776,           0.0062776
                  96,            0.039602,           0.0065016,           0.0020632,             0.91062,             0.85317,             0.89622,             0.47419,            0.032095,           0.0040277,           0.0020388,            0.006238,            0.006238,            0.006238
                  97,            0.039362,           0.0066799,           0.0020278,             0.96192,             0.90215,             0.93198,             0.56456,            0.028724,           0.0039803,           0.0020438,           0.0061984,           0.0061984,           0.0061984
                  98,            0.037753,            0.006168,           0.0020922,             0.94262,             0.91271,             0.92615,             0.53963,            0.031114,           0.0039778,           0.0020476,           0.0061588,           0.0061588,           0.0061588
                  99,            0.036616,           0.0063942,           0.0021002,             0.90117,             0.90873,             0.92252,             0.51167,            0.032172,           0.0039841,           0.0020917,           0.0061192,           0.0061192,           0.0061192
                 100,            0.039135,           0.0063505,           0.0021159,             0.92528,             0.89683,             0.92246,             0.52486,            0.031281,           0.0039751,           0.0021372,           0.0060796,           0.0060796,           0.0060796
                 101,            0.037506,           0.0064951,           0.0021567,             0.92874,             0.90476,             0.92827,             0.55178,            0.028828,           0.0039444,           0.0021477,             0.00604,             0.00604,             0.00604
                 102,            0.037993,           0.0061611,           0.0021462,             0.93708,             0.88651,             0.92177,             0.53812,             0.02988,           0.0039737,           0.0021479,           0.0060004,           0.0060004,           0.0060004
                 103,            0.035318,           0.0061708,           0.0022123,             0.86099,             0.88482,             0.89696,             0.50035,            0.032274,           0.0039977,           0.0021356,           0.0059608,           0.0059608,           0.0059608
                 104,            0.038508,           0.0061957,           0.0021338,             0.92997,             0.89584,             0.92807,             0.50946,            0.032353,           0.0040316,           0.0021141,           0.0059212,           0.0059212,           0.0059212
                 105,            0.038484,           0.0060906,           0.0021322,             0.93822,             0.90393,             0.93788,             0.54663,            0.029759,           0.0040003,           0.0020981,           0.0058816,           0.0058816,           0.0058816
                 106,            0.037437,           0.0072924,           0.0021171,             0.94882,             0.88275,             0.93624,             0.56405,            0.028248,           0.0039367,           0.0020361,            0.005842,            0.005842,            0.005842
                 107,            0.034809,           0.0062015,           0.0020329,             0.95556,             0.88492,              0.9315,              0.5454,            0.033227,           0.0039962,           0.0019816,           0.0058024,           0.0058024,           0.0058024
                 108,            0.037593,            0.006611,           0.0019649,             0.92929,             0.87698,               0.929,              0.5406,            0.031744,           0.0039545,           0.0019623,           0.0057628,           0.0057628,           0.0057628
                 109,            0.037338,           0.0065884,           0.0020259,             0.97829,             0.88492,             0.93012,             0.55417,            0.029917,           0.0039424,           0.0019328,           0.0057232,           0.0057232,           0.0057232
                 110,             0.03589,           0.0064874,           0.0019773,             0.96209,             0.89286,             0.93005,             0.54452,            0.029195,           0.0039011,           0.0019167,           0.0056836,           0.0056836,           0.0056836
                 111,            0.035448,           0.0058311,           0.0019578,              0.9785,             0.90315,             0.94842,             0.56061,            0.028461,           0.0039078,           0.0019032,            0.005644,            0.005644,            0.005644
                 112,            0.038614,           0.0063031,            0.001979,             0.96274,             0.90873,             0.94837,             0.55198,              0.0293,           0.0039122,           0.0019114,           0.0056044,           0.0056044,           0.0056044
                 113,            0.037406,           0.0060279,           0.0019409,             0.97862,              0.9083,             0.95394,               0.585,            0.028569,           0.0038429,           0.0019167,           0.0055648,           0.0055648,           0.0055648
                 114,            0.035635,           0.0057121,           0.0019929,             0.96188,             0.90108,             0.94065,             0.54291,            0.032323,           0.0039154,           0.0019211,           0.0055252,           0.0055252,           0.0055252
                 115,            0.035744,           0.0057305,            0.001997,             0.97945,             0.89683,             0.95244,             0.56427,             0.02743,             0.00383,           0.0019311,           0.0054856,           0.0054856,           0.0054856
                 116,            0.035474,           0.0066718,           0.0019646,             0.96915,             0.87251,             0.94185,             0.57293,            0.027863,            0.003867,           0.0019182,            0.005446,            0.005446,            0.005446
                 117,            0.036614,           0.0060407,           0.0019784,             0.93424,             0.84127,             0.91673,                0.58,            0.026262,            0.003813,           0.0018811,           0.0054064,           0.0054064,           0.0054064
                 118,            0.036484,           0.0061723,           0.0018852,              0.9615,             0.89202,             0.93922,             0.54239,            0.028074,           0.0038308,           0.0018556,           0.0053668,           0.0053668,           0.0053668
                 119,            0.035119,           0.0060927,           0.0018914,             0.94579,             0.88492,             0.93638,             0.55648,            0.028998,           0.0038287,           0.0018321,           0.0053272,           0.0053272,           0.0053272
                 120,            0.036423,           0.0064344,           0.0018507,              0.9576,             0.89624,             0.94679,             0.57487,            0.028956,           0.0038251,           0.0018156,           0.0052876,           0.0052876,           0.0052876
                 121,            0.035928,           0.0064957,           0.0019218,             0.96205,             0.90527,             0.94845,             0.58108,            0.027936,           0.0037808,           0.0018207,            0.005248,            0.005248,            0.005248
                 122,            0.034507,           0.0065118,            0.001878,             0.97404,             0.89335,             0.93772,             0.59325,            0.027644,           0.0037361,           0.0018055,           0.0052084,           0.0052084,           0.0052084
                 123,            0.035957,           0.0059845,           0.0018259,             0.96628,             0.90079,             0.94019,             0.56239,            0.028477,           0.0037424,           0.0018191,           0.0051688,           0.0051688,           0.0051688
