               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 124,            0.035261,           0.0061132,           0.0018693,             0.96988,              0.9127,             0.94847,             0.56077,            0.028891,           0.0037626,           0.0018267,           0.0051292,           0.0051292,           0.0051292
                 125,            0.034314,           0.0062885,           0.0018644,             0.97851,             0.90344,             0.95338,             0.59264,            0.026736,           0.0036866,           0.0017924,           0.0050896,           0.0050896,           0.0050896
                 126,            0.033595,           0.0062183,           0.0017781,             0.96203,             0.89683,              0.9365,             0.58537,            0.028426,           0.0037265,           0.0017629,             0.00505,             0.00505,             0.00505
                 127,            0.034489,           0.0062274,           0.0018462,             0.97049,             0.91363,             0.94814,             0.58192,            0.027487,           0.0037268,           0.0017933,           0.0050104,           0.0050104,           0.0050104
                 128,            0.035595,           0.0055736,           0.0017965,             0.94289,             0.91727,             0.95357,             0.58259,             0.02658,            0.003748,           0.0018071,           0.0049708,           0.0049708,           0.0049708
                 129,            0.033932,           0.0061867,           0.0018483,             0.92379,             0.91667,             0.93565,             0.60841,            0.024921,           0.0037414,           0.0018458,           0.0049312,           0.0049312,           0.0049312
                 130,            0.031542,           0.0063038,           0.0018879,             0.95942,             0.92063,              0.9517,             0.59898,            0.029265,           0.0037399,           0.0018255,           0.0048916,           0.0048916,           0.0048916
                 131,            0.034842,           0.0063275,           0.0018843,             0.97249,             0.90476,             0.94428,             0.59267,             0.02589,           0.0036894,           0.0018276,            0.004852,            0.004852,            0.004852
                 132,            0.032701,           0.0063226,           0.0018208,              0.9784,             0.90873,             0.94491,             0.57795,            0.027188,           0.0037015,           0.0018167,           0.0048124,           0.0048124,           0.0048124
                 133,             0.03328,           0.0058044,           0.0017967,             0.97252,             0.92063,             0.95802,             0.60316,            0.026597,           0.0037017,             0.00177,           0.0047728,           0.0047728,           0.0047728
                 134,             0.03359,           0.0062784,           0.0017657,             0.98445,             0.90476,             0.95239,             0.60063,            0.027438,           0.0037225,           0.0017231,           0.0047332,           0.0047332,           0.0047332
                 135,            0.033233,           0.0064485,           0.0017458,              0.9746,             0.91359,             0.95831,             0.60626,            0.026134,           0.0036749,            0.001681,           0.0046936,           0.0046936,           0.0046936
                 136,            0.033264,           0.0059522,            0.001715,             0.97965,              0.9127,             0.95508,             0.62082,            0.024906,           0.0036559,           0.0016637,            0.004654,            0.004654,            0.004654
                 137,             0.03209,           0.0060307,           0.0016785,             0.97329,              0.9127,             0.95849,             0.61287,            0.026363,           0.0036568,           0.0016452,           0.0046144,           0.0046144,           0.0046144
                 138,            0.032566,           0.0059694,           0.0016599,              0.9584,             0.91423,             0.95155,             0.61628,            0.025329,           0.0036402,            0.001638,           0.0045748,           0.0045748,           0.0045748
                 139,              0.0318,           0.0058438,           0.0017096,             0.96696,             0.92915,             0.97283,             0.61389,            0.025902,            0.003648,           0.0016356,           0.0045352,           0.0045352,           0.0045352
                 140,             0.03142,           0.0057584,           0.0017228,             0.96713,             0.93395,             0.96565,             0.60607,            0.024676,           0.0036421,           0.0016383,           0.0044956,           0.0044956,           0.0044956
                 141,            0.032612,           0.0061499,            0.001665,             0.97908,             0.92847,             0.96629,             0.62163,            0.023125,           0.0035933,           0.0016197,            0.004456,            0.004456,            0.004456
                 142,            0.030466,           0.0055003,           0.0016689,             0.97536,             0.94256,             0.96964,             0.63816,            0.023309,            0.003578,           0.0015934,           0.0044164,           0.0044164,           0.0044164
                 143,            0.033039,           0.0058707,           0.0016682,             0.98489,             0.94048,             0.96765,             0.63644,            0.023084,           0.0035373,           0.0015891,           0.0043768,           0.0043768,           0.0043768
                 144,            0.030383,           0.0059338,            0.001604,             0.98352,             0.94711,             0.96853,             0.63401,            0.023849,           0.0035432,           0.0015784,           0.0043372,           0.0043372,           0.0043372
                 145,            0.031963,           0.0057795,             0.00164,             0.99089,             0.94841,             0.96626,             0.65105,            0.023711,           0.0035174,           0.0015898,           0.0042976,           0.0042976,           0.0042976
                 146,            0.030592,           0.0053753,           0.0015984,             0.98751,             0.94126,             0.96692,             0.64072,            0.023316,            0.003507,            0.001587,            0.004258,            0.004258,            0.004258
                 147,            0.030148,           0.0054989,           0.0016683,             0.98544,             0.94048,             0.96569,             0.61866,            0.025105,            0.003564,            0.001573,           0.0042184,           0.0042184,           0.0042184
                 148,            0.031384,           0.0056693,           0.0016175,             0.98548,             0.94048,             0.96312,             0.62489,            0.024296,           0.0035599,           0.0015713,           0.0041788,           0.0041788,           0.0041788
                 149,            0.031178,           0.0056153,           0.0016146,             0.98341,              0.9408,             0.97453,             0.65562,            0.021361,           0.0035072,           0.0015668,           0.0041392,           0.0041392,           0.0041392
                 150,            0.030567,           0.0063279,            0.001601,             0.96767,             0.94048,             0.96808,             0.62822,             0.02353,           0.0035717,           0.0015491,           0.0040996,           0.0040996,           0.0040996
                 151,            0.031092,           0.0060959,           0.0016348,             0.96576,             0.93254,             0.96083,             0.61489,            0.023772,           0.0035703,           0.0015228,             0.00406,             0.00406,             0.00406
                 152,            0.030368,           0.0056153,           0.0015725,             0.97082,             0.92432,             0.97197,              0.6353,            0.022399,           0.0035445,           0.0015159,           0.0040204,           0.0040204,           0.0040204
                 153,            0.030357,           0.0056644,            0.001565,              0.9629,             0.92706,             0.97252,             0.63263,            0.021825,           0.0035282,           0.0015017,           0.0039808,           0.0039808,           0.0039808
                 154,             0.02862,            0.005675,           0.0015198,             0.95606,             0.94967,             0.96632,             0.65296,            0.022787,           0.0035116,           0.0014737,           0.0039412,           0.0039412,           0.0039412
                 155,            0.029484,           0.0054571,           0.0015346,             0.95764,             0.95635,             0.97364,             0.63908,            0.022194,           0.0035034,           0.0014606,           0.0039016,           0.0039016,           0.0039016
                 156,            0.029582,           0.0056841,            0.001478,             0.97597,             0.96712,             0.98081,             0.65751,            0.022176,           0.0034913,           0.0014455,            0.003862,            0.003862,            0.003862
                 157,             0.03104,           0.0058935,           0.0014733,             0.98114,             0.93651,             0.97682,             0.65755,            0.021793,           0.0034845,           0.0014298,           0.0038224,           0.0038224,           0.0038224
                 158,            0.030357,           0.0058973,           0.0014433,              0.9715,             0.94676,             0.97128,             0.65715,            0.022467,           0.0034634,           0.0014162,           0.0037828,           0.0037828,           0.0037828
                 159,            0.029954,           0.0054902,           0.0014646,             0.96768,             0.95057,             0.97105,             0.65799,            0.022742,           0.0034879,           0.0014183,           0.0037432,           0.0037432,           0.0037432
                 160,            0.029249,           0.0064919,           0.0014723,             0.95985,             0.94878,             0.97165,             0.65905,            0.022524,           0.0034758,           0.0014156,           0.0037036,           0.0037036,           0.0037036
                 161,            0.029771,           0.0059183,           0.0014752,              0.9669,             0.94841,             0.97605,             0.66244,            0.022001,           0.0034557,           0.0014181,            0.003664,            0.003664,            0.003664
                 162,            0.029005,           0.0062071,           0.0014934,             0.97125,             0.93839,             0.97835,             0.65588,            0.021883,           0.0034297,           0.0014066,           0.0036244,           0.0036244,           0.0036244
                 163,            0.027087,           0.0052346,           0.0014994,             0.96358,             0.94499,             0.97623,             0.66194,            0.023251,           0.0034338,            0.001403,           0.0035848,           0.0035848,           0.0035848
                 164,            0.028006,           0.0057239,           0.0014277,             0.95927,              0.9347,             0.97325,             0.65664,            0.022544,           0.0034457,           0.0013904,           0.0035452,           0.0035452,           0.0035452
                 165,            0.029524,           0.0064803,           0.0013946,             0.96101,             0.93651,             0.97455,              0.6636,             0.02068,           0.0034205,            0.001375,           0.0035056,           0.0035056,           0.0035056
                 166,            0.029353,           0.0057677,           0.0014041,             0.97952,             0.91667,             0.96652,             0.66239,            0.021926,            0.003457,           0.0013655,            0.003466,            0.003466,            0.003466
                 167,            0.027526,           0.0054034,           0.0014268,             0.97911,             0.93015,              0.9662,             0.64045,             0.02239,           0.0034864,           0.0013595,           0.0034264,           0.0034264,           0.0034264
                 168,            0.028767,           0.0055384,           0.0013648,             0.97894,             0.92223,             0.96246,             0.63828,            0.021313,           0.0034584,           0.0013483,           0.0033868,           0.0033868,           0.0033868
                 169,            0.027922,           0.0053112,           0.0014132,             0.97651,             0.94048,             0.96806,             0.65275,             0.02028,            0.003425,           0.0013427,           0.0033472,           0.0033472,           0.0033472
                 170,            0.028533,           0.0051412,           0.0013963,             0.97576,             0.95848,             0.96901,              0.6579,            0.021966,            0.003447,           0.0013364,           0.0033076,           0.0033076,           0.0033076
                 171,            0.028793,           0.0056057,           0.0013721,              0.9605,             0.94048,              0.9596,             0.64019,            0.021843,           0.0034337,           0.0013397,            0.003268,            0.003268,            0.003268
                 172,            0.027907,           0.0055341,           0.0014122,             0.96789,             0.95684,             0.97099,             0.65606,            0.021815,           0.0034268,           0.0013305,           0.0032284,           0.0032284,           0.0032284
                 173,            0.027858,           0.0055558,           0.0014252,             0.97053,             0.94048,             0.95925,             0.66118,            0.021394,           0.0034127,           0.0013123,           0.0031888,           0.0031888,           0.0031888
                 174,            0.026628,           0.0055198,           0.0014072,             0.95591,             0.94646,             0.97797,             0.65243,            0.020898,           0.0034174,           0.0013026,           0.0031492,           0.0031492,           0.0031492
                 175,            0.027106,           0.0053538,           0.0013416,             0.96401,             0.95667,             0.97578,             0.65892,            0.021657,           0.0034063,           0.0012886,           0.0031096,           0.0031096,           0.0031096
                 176,             0.02721,           0.0056821,            0.001327,             0.96794,             0.95839,             0.97836,             0.66281,            0.021063,           0.0033882,            0.001287,             0.00307,             0.00307,             0.00307
                 177,            0.028564,            0.005612,           0.0013563,             0.95295,             0.94444,             0.95788,             0.66721,            0.020572,           0.0033726,           0.0012793,           0.0030304,           0.0030304,           0.0030304
                 178,            0.026727,           0.0053202,           0.0013158,             0.94989,             0.94444,             0.95771,             0.67976,            0.020625,           0.0033855,           0.0012733,           0.0029908,           0.0029908,           0.0029908
                 179,            0.027461,           0.0057518,           0.0013311,             0.95498,             0.93651,             0.95754,             0.67102,            0.020583,           0.0033736,           0.0012698,           0.0029512,           0.0029512,           0.0029512
                 180,             0.02612,            0.005457,           0.0013283,             0.95581,             0.94415,             0.96457,             0.67061,            0.020546,           0.0033815,           0.0012695,           0.0029116,           0.0029116,           0.0029116
                 181,            0.026759,           0.0050711,           0.0012841,             0.95989,             0.94965,             0.96811,              0.6786,            0.021569,           0.0033862,           0.0012631,            0.002872,            0.002872,            0.002872
                 182,            0.027164,           0.0053502,           0.0012996,             0.95594,             0.94705,             0.97487,             0.68176,            0.019908,           0.0033764,           0.0012546,           0.0028324,           0.0028324,           0.0028324
                 183,            0.026224,           0.0053364,           0.0012711,             0.96364,             0.94649,             0.97636,             0.67736,            0.021102,           0.0033674,           0.0012381,           0.0027928,           0.0027928,           0.0027928
                 184,            0.024983,           0.0051486,           0.0013046,             0.96881,             0.95238,             0.97624,             0.68167,            0.020323,           0.0033559,           0.0012308,           0.0027532,           0.0027532,           0.0027532
                 185,            0.027504,           0.0056441,           0.0013044,              0.9585,             0.94048,             0.96289,             0.69471,            0.020177,           0.0033349,           0.0012283,           0.0027136,           0.0027136,           0.0027136
                 186,            0.025942,           0.0052436,           0.0012835,             0.97784,             0.93651,             0.96545,             0.68729,            0.019578,           0.0033192,           0.0012158,            0.002674,            0.002674,            0.002674
                 187,            0.024925,           0.0049338,           0.0012703,             0.96731,              0.9394,             0.96716,             0.68311,            0.020248,            0.003329,            0.001207,           0.0026344,           0.0026344,           0.0026344
                 188,            0.025283,           0.0052135,           0.0012443,             0.96751,              0.9454,             0.96756,             0.68223,            0.019975,           0.0033365,           0.0012013,           0.0025948,           0.0025948,           0.0025948
                 189,            0.026529,           0.0051856,           0.0012501,             0.95821,             0.95238,             0.97413,             0.69487,            0.018814,           0.0032827,           0.0011957,           0.0025552,           0.0025552,           0.0025552
                 190,            0.024804,            0.005023,           0.0012579,             0.95858,             0.95635,              0.9781,             0.70112,            0.019959,           0.0032946,           0.0011861,           0.0025156,           0.0025156,           0.0025156
                 191,            0.025398,           0.0051997,           0.0012119,             0.96268,             0.95635,             0.97717,             0.69722,            0.019314,            0.003281,           0.0011815,            0.002476,            0.002476,            0.002476
                 192,            0.025668,           0.0052458,           0.0012103,             0.96146,             0.95238,             0.97842,             0.69197,            0.019465,           0.0032887,           0.0011767,           0.0024364,           0.0024364,           0.0024364
                 193,            0.026433,           0.0051412,           0.0011872,             0.96442,             0.96813,             0.97968,             0.68937,             0.02032,           0.0032894,           0.0011702,           0.0023968,           0.0023968,           0.0023968
                 194,            0.024922,           0.0051717,           0.0011748,             0.96386,             0.95263,             0.97818,             0.69696,            0.019502,           0.0032714,           0.0011608,           0.0023572,           0.0023572,           0.0023572
                 195,            0.026051,           0.0056993,           0.0011999,             0.97151,             0.95635,             0.97721,             0.70679,            0.019516,           0.0032467,           0.0011552,           0.0023176,           0.0023176,           0.0023176
                 196,             0.02571,            0.005241,           0.0011624,              0.9757,             0.95597,             0.97928,             0.70749,            0.018879,           0.0032311,           0.0011482,            0.002278,            0.002278,            0.002278
                 197,            0.026736,           0.0057337,           0.0011769,              0.9838,              0.9639,             0.97952,             0.70617,            0.018464,           0.0032244,           0.0011342,           0.0022384,           0.0022384,           0.0022384
                 198,             0.02538,           0.0054536,           0.0011494,             0.97941,             0.94398,             0.97538,             0.71434,            0.017969,           0.0031956,           0.0011194,           0.0021988,           0.0021988,           0.0021988
                 199,            0.024543,           0.0055413,           0.0011088,             0.97979,             0.96168,             0.97961,              0.7018,            0.019346,           0.0032353,           0.0011026,           0.0021592,           0.0021592,           0.0021592
                 200,            0.025642,            0.005897,           0.0010969,             0.97171,             0.95402,             0.97605,             0.70812,            0.018823,           0.0032143,           0.0010937,           0.0021196,           0.0021196,           0.0021196
                 201,            0.025164,           0.0051819,           0.0011262,              0.9679,             0.95724,             0.97679,             0.71546,            0.018648,           0.0031965,            0.001085,             0.00208,             0.00208,             0.00208
                 202,             0.02484,           0.0051586,           0.0010627,              0.9798,             0.96217,             0.97774,             0.71514,             0.01841,           0.0032034,            0.001076,           0.0020404,           0.0020404,           0.0020404
                 203,            0.024298,           0.0052358,           0.0010964,             0.98383,             0.96571,             0.98128,             0.71408,             0.01775,           0.0031724,           0.0010677,           0.0020008,           0.0020008,           0.0020008
                 204,            0.024652,           0.0050292,           0.0010808,             0.97987,             0.96596,             0.98113,             0.71441,            0.018928,           0.0031974,           0.0010599,           0.0019612,           0.0019612,           0.0019612
                 205,            0.025084,           0.0057002,           0.0010958,             0.97906,             0.96429,             0.98121,             0.71329,            0.018153,           0.0031732,            0.001061,           0.0019216,           0.0019216,           0.0019216
                 206,            0.023686,           0.0049194,           0.0010406,              0.9757,             0.96032,             0.97956,             0.70934,            0.018947,           0.0031899,           0.0010488,            0.001882,            0.001882,            0.001882
                 207,            0.024508,           0.0050768,           0.0010601,             0.98191,             0.96032,             0.98055,             0.72207,            0.017705,           0.0031456,           0.0010471,           0.0018424,           0.0018424,           0.0018424
                 208,            0.024154,           0.0049538,           0.0010848,             0.98677,             0.96032,             0.98077,             0.72428,            0.017562,           0.0031379,           0.0010465,           0.0018028,           0.0018028,           0.0018028
                 209,            0.024374,           0.0051719,            0.001049,             0.98528,             0.96032,             0.98173,             0.72465,            0.017509,           0.0031434,           0.0010419,           0.0017632,           0.0017632,           0.0017632
                 210,            0.022059,           0.0049693,           0.0010231,             0.98377,             0.96184,             0.98208,             0.72555,            0.017377,           0.0031302,           0.0010348,           0.0017236,           0.0017236,           0.0017236
                 211,            0.022564,           0.0048342,           0.0010225,             0.98775,             0.96023,             0.98246,             0.72975,            0.017253,           0.0031424,           0.0010319,            0.001684,            0.001684,            0.001684
                 212,            0.024733,           0.0052269,           0.0010214,             0.98375,               0.961,             0.98233,              0.7312,             0.01746,           0.0031306,           0.0010289,           0.0016444,           0.0016444,           0.0016444
                 213,            0.023327,           0.0050248,           0.0010083,             0.98305,             0.96429,             0.98242,             0.72592,            0.017581,           0.0031214,           0.0010221,           0.0016048,           0.0016048,           0.0016048
                 214,            0.023211,           0.0052162,           0.0009887,              0.9838,             0.96401,             0.98217,             0.72381,             0.01735,           0.0031323,           0.0010087,           0.0015652,           0.0015652,           0.0015652
                 215,            0.022263,           0.0047664,           0.0010013,             0.99189,             0.97107,              0.9888,             0.72838,            0.017414,           0.0031109,           0.0010018,           0.0015256,           0.0015256,           0.0015256
                 216,            0.022752,           0.0048696,          0.00096193,             0.98837,             0.96825,             0.98272,             0.72011,            0.017624,           0.0031205,          0.00099373,            0.001486,            0.001486,            0.001486
                 217,             0.02374,           0.0050334,          0.00096029,             0.98995,             0.96429,             0.98168,             0.72205,            0.017992,           0.0031423,          0.00098322,           0.0014464,           0.0014464,           0.0014464
                 218,            0.024108,           0.0049241,          0.00095883,             0.98774,             0.96825,             0.98213,             0.72411,            0.017512,           0.0031283,          0.00097743,           0.0014068,           0.0014068,           0.0014068
                 219,            0.023427,           0.0059305,          0.00099541,             0.98648,             0.96825,             0.98229,             0.72692,            0.017263,           0.0031229,          0.00097668,           0.0013672,           0.0013672,           0.0013672
                 220,            0.022067,           0.0051341,          0.00096794,             0.97611,             0.97293,             0.98287,             0.73512,             0.01687,           0.0031187,          0.00097361,           0.0013276,           0.0013276,           0.0013276
                 221,            0.022779,           0.0044735,          0.00093557,             0.97987,             0.96566,             0.98216,             0.72506,            0.017722,           0.0031651,          0.00096654,            0.001288,            0.001288,            0.001288
                 222,            0.022539,           0.0049136,          0.00093916,             0.97591,             0.96437,             0.98136,             0.73074,            0.016798,           0.0031382,           0.0009606,           0.0012484,           0.0012484,           0.0012484
                 223,            0.023959,           0.0047636,          0.00094533,             0.97576,             0.95852,             0.98158,             0.72839,            0.017481,           0.0031668,          0.00095376,           0.0012088,           0.0012088,           0.0012088
                 224,            0.022445,            0.005247,          0.00092316,              0.9682,             0.95635,             0.98114,             0.72998,             0.01645,           0.0031297,          0.00095042,           0.0011692,           0.0011692,           0.0011692
                 225,            0.022569,           0.0049424,          0.00092827,             0.96704,             0.96429,             0.98101,             0.73162,            0.016735,           0.0031337,          0.00094516,           0.0011296,           0.0011296,           0.0011296
                 226,            0.021981,           0.0048686,          0.00090703,             0.96871,             0.95635,              0.9806,             0.73226,              0.0169,           0.0031481,          0.00094106,             0.00109,             0.00109,             0.00109
                 227,            0.022953,           0.0050822,          0.00092372,               0.964,             0.95638,             0.98068,             0.72613,            0.016525,           0.0031399,          0.00093786,           0.0010504,           0.0010504,           0.0010504
                 228,             0.02142,           0.0045638,           0.0009252,              0.9693,             0.95238,             0.98077,             0.72745,            0.016426,           0.0031174,          0.00093542,           0.0010108,           0.0010108,           0.0010108
                 229,            0.021773,           0.0050262,          0.00089236,             0.97357,             0.95238,             0.97941,             0.74058,            0.015881,           0.0030991,          0.00093045,           0.0009712,           0.0009712,           0.0009712
                 230,             0.02285,            0.004809,          0.00087706,             0.96925,             0.95238,             0.98019,             0.73817,            0.016242,           0.0031143,           0.0009221,           0.0009316,           0.0009316,           0.0009316
                 231,            0.021133,           0.0049306,          0.00088205,             0.97377,             0.95238,             0.97875,             0.73752,            0.016056,           0.0031131,          0.00091376,            0.000892,            0.000892,            0.000892
                 232,            0.022681,           0.0053841,          0.00087632,             0.97559,             0.94841,             0.97866,             0.73693,            0.016129,           0.0031149,           0.0009052,           0.0008524,           0.0008524,           0.0008524
                 233,            0.021812,           0.0048002,          0.00086536,             0.97876,             0.95238,             0.97909,             0.73706,            0.016309,           0.0031204,          0.00089819,           0.0008128,           0.0008128,           0.0008128
                 234,            0.021281,            0.004356,          0.00086338,             0.98368,             0.95684,             0.98103,             0.73507,            0.016063,           0.0031188,          0.00089025,           0.0007732,           0.0007732,           0.0007732
                 235,            0.020216,           0.0046269,          0.00085287,             0.97325,             0.95635,              0.9798,             0.74438,            0.015666,            0.003115,          0.00088169,           0.0007336,           0.0007336,           0.0007336
                 236,            0.021123,           0.0056521,          0.00084402,             0.97588,             0.96344,             0.98056,             0.74686,            0.015929,            0.003113,          0.00087593,            0.000694,            0.000694,            0.000694
                 237,            0.021114,           0.0046694,          0.00082521,             0.97867,             0.96825,             0.98661,             0.74006,            0.016072,           0.0031059,          0.00086954,           0.0006544,           0.0006544,           0.0006544
                 238,            0.021592,           0.0048304,          0.00082526,             0.97206,             0.96653,             0.98039,             0.74697,             0.01605,           0.0031231,           0.0008584,           0.0006148,           0.0006148,           0.0006148
                 239,            0.021262,           0.0050127,          0.00081143,             0.97598,             0.96739,             0.98063,             0.74621,            0.015704,           0.0031125,          0.00084964,           0.0005752,           0.0005752,           0.0005752
                 240,            0.022081,           0.0051729,          0.00083388,             0.97608,             0.96825,             0.98178,             0.74699,            0.015565,           0.0031023,           0.0008468,           0.0005356,           0.0005356,           0.0005356
                 241,            0.021486,           0.0051546,          0.00083063,             0.97672,             0.96825,             0.98708,             0.74866,            0.015632,           0.0030965,          0.00084371,            0.000496,            0.000496,            0.000496
                 242,            0.020965,           0.0049345,          0.00082651,             0.98037,             0.95635,             0.98147,              0.7445,            0.015609,           0.0030885,          0.00084263,           0.0004564,           0.0004564,           0.0004564
                 243,            0.020457,            0.005285,          0.00080592,             0.98326,             0.96032,              0.9818,             0.75003,            0.015934,            0.003084,          0.00084105,           0.0004168,           0.0004168,           0.0004168
                 244,            0.020541,           0.0050229,          0.00081849,             0.98254,             0.96032,             0.98186,             0.74707,            0.015657,           0.0030756,          0.00083926,           0.0003772,           0.0003772,           0.0003772
                 245,            0.019459,           0.0048695,           0.0008155,             0.98372,             0.96032,             0.98194,             0.75351,            0.015646,           0.0030708,          0.00083662,           0.0003376,           0.0003376,           0.0003376
                 246,            0.021055,           0.0049435,          0.00077871,             0.97907,             0.96032,             0.98168,             0.75223,            0.015481,           0.0030719,           0.0008312,            0.000298,            0.000298,            0.000298
                 247,            0.020669,            0.005059,          0.00079582,             0.98279,             0.96032,             0.98185,             0.75631,            0.015283,           0.0030647,          0.00082534,           0.0002584,           0.0002584,           0.0002584
                 248,            0.022386,           0.0053872,          0.00079889,              0.9847,             0.96032,             0.98172,             0.75535,            0.015124,           0.0030606,          0.00082367,           0.0002188,           0.0002188,           0.0002188
                 249,            0.020503,           0.0047648,          0.00080066,             0.98481,             0.96032,             0.98184,             0.75873,            0.015063,           0.0030559,          0.00082312,           0.0001792,           0.0001792,           0.0001792
